1,0.7430
2,1.9505
3,2.2523
4,3.1579
1,3.8081
2,4.2028
3,4.8298
4,5.5496
1,6.1997
2,6.6177
3,7.9644
4,8.5682
1,8.8700
2,9.1254
3,9.4737
4,9.8220
1,10.0078
2,10.2400
3,10.4258
4,10.4722
1,10.6347
2,10.9366
3,11.1224
4,11.4242
1,11.6332
2,11.8422
3,12.1673
4,12.3066
1,12.4459
2,12.5852
3,12.7478
4,12.9103
1,13.0496
2,13.3283
3,13.5372
4,13.6998
1,13.8623
2,14.0249
3,14.2338
4,14.3964
1,14.5125
2,14.6518
3,14.8376
4,14.9072
1,15.0233
2,15.3252
3,15.5806
4,15.7199
1,15.7896
2,15.9753
3,16.0914
4,16.2772
1,16.4397
2,16.5790
3,16.8112
4,16.9506
1,17.1363
2,17.2292
3,17.4846
4,17.6239
1,17.6936
2,17.8097
3,18.1348
4,18.3205
1,18.6456
2,18.8314
3,19.0404
4,19.1565
1,19.2958
2,19.8298
3,20.0388
4,20.2942
1,20.7122
2,21.0373
3,21.2695
4,21.4552
1,21.5946
2,21.7803
3,21.8964
4,21.9893
1,22.2215
2,22.5234
3,22.6162
4,22.9413
1,23.1503
2,23.4057
3,23.6379
4,23.7772
1,23.9630
2,24.0791
3,24.3113
4,24.4042
1,24.6132
2,25.0079
3,25.3098
4,25.5420
1,25.6348
2,25.8438
3,26.0760
4,26.4243
1,26.5404
2,26.7494
3,26.8887
4,27.1209
1,27.2370
2,27.4460
3,27.6317
4,27.7478
1,28.2122
2,28.4677
3,28.8160
4,29.0017
1,29.5126
2,29.7448
3,30.0002
4,30.1395
1,30.4646
2,30.6039
3,30.9522
4,31.1380
1,31.2308
2,31.3934
3,31.6720
4,31.9042
1,31.9739
2,32.2757
3,32.3918
4,32.5312
1,32.7401
2,32.8562
3,32.9723
4,33.2742
1,33.6225
2,33.7386
3,33.9011
4,33.9476
1,34.0637
2,34.3191
3,34.6674
4,34.8532
1,34.9228
2,35.0157
3,35.1550
4,35.2711
1,35.4569
2,35.7123
3,35.8516
4,36.0141
1,36.3160
2,36.5946
3,36.8268
4,36.9894
1,37.2680
2,37.5234
3,37.6628
4,37.8253
1,38.0807
2,38.4987
3,38.9399
4,39.1024
1,39.3578
2,39.5204
3,39.7526
4,40.1241
1,40.3331
2,40.7510
3,40.9600
4,41.3083
1,41.6102
2,41.7727
3,41.9352
4,42.0746
1,42.2139
2,42.4461
3,42.6086
4,42.7479
1,42.8176
2,43.1659
3,43.3749
4,43.7464
1,43.9554
2,44.0018
3,44.1644
4,44.3037
1,44.4430
2,44.5823
3,44.7449
4,45.0235
1,45.2557
2,45.6040
3,45.7201
4,45.9059
1,46.0220
2,46.2309
3,46.4631
4,46.7185
1,46.8114
2,46.9507
3,47.1133
4,47.2294
1,47.4151
2,47.8331
3,48.2975
4,48.4600
1,48.6922
2,48.8780
3,48.9941
4,49.1799
1,49.2960
2,49.4817
3,49.7836
4,50.1087
1,50.2248
2,50.2712
3,50.4337
4,50.5498
1,51.0142
2,51.5715
3,51.7805
4,52.1520
1,52.4771
2,52.6396
3,52.7557
4,52.9647
1,53.2434
2,53.4291
3,53.7078
4,53.9167
1,54.0096
2,54.1489
3,54.3811
4,54.6133
1,54.9384
2,55.0313
3,55.3099
4,55.4957
1,55.6118
2,55.9369
3,56.1923
4,56.3780
1,56.5406
2,56.6799
3,56.7496
4,57.0050
1,57.2372
2,57.4462
3,57.7016
4,57.7480
1,57.9106
2,58.0499
3,58.4214
4,58.6536
1,58.8626
2,59.0716
3,59.2341
4,59.3038
1,59.5127
2,59.6288
3,59.8146
4,59.8610
1,60.0468
2,60.3254
3,60.6041
4,60.8131
1,60.9524
2,61.2078
3,61.5097
4,61.6490
1,61.7883
2,61.9973
3,62.5081
4,62.6707
1,62.7171
2,62.8332
3,62.9725
4,63.1351
1,63.3208
2,63.6227
3,63.7156
4,63.7620
1,63.9013
2,64.0174
3,64.2032
4,64.4818
1,64.7140
2,64.9230
3,64.9927
4,65.0855
1,65.2016
2,65.3410
3,65.4338
4,65.7357
1,65.8982
2,66.0143
3,66.2001
4,66.3162
1,66.4323
2,66.5716
3,66.8270
4,66.9431
1,67.1057
2,67.2450
3,67.3843
4,67.7326
1,67.8719
2,68.0345
3,68.1041
4,68.2667
1,68.5453
2,68.8007
3,69.0561
4,69.2419
1,69.4741
2,69.6134
3,69.7992
4,70.0778
1,70.1939
2,70.5422
3,70.6815
4,70.9602
1,71.1692
2,71.3085
3,71.4710
4,71.6336
1,71.8658
2,72.0051
3,72.2837
4,72.4695
1,72.5391
2,72.6552
3,72.8178
4,72.9339
1,73.1196
2,73.2125
3,73.3518
4,73.4215
1,73.5840
2,73.7234
3,73.8859
4,74.1878
1,74.4200
2,74.5825
3,74.8611
4,75.1166
1,75.2327
2,75.4649
3,75.6506
4,75.9525
1,76.1150
2,76.2776
3,76.6259
4,76.7884
1,76.9277
2,76.9974
3,77.4618
4,77.9029
1,78.3441
2,78.6692
3,78.8782
4,79.0639
1,79.2265
2,79.5051
3,79.6212
4,79.8302
1,80.0160
2,80.1553
3,80.2482
4,80.3875
1,80.5732
2,80.7822
3,80.8983
4,81.0144
1,81.2234
2,81.4324
3,81.7110
4,81.8736
1,82.0361
2,82.2451
3,82.6398
4,82.8024
1,82.9185
2,82.9881
3,83.1739
4,83.2668
1,83.4757
2,84.0562
3,84.1956
4,84.3581
1,84.5206
2,84.7528
3,84.8457
4,85.0779
1,85.2405
2,85.3798
3,85.8210
4,86.0996
1,86.4247
2,86.6104
3,87.0516
